2014-10-10 03:40:26 startup archives install
2014-10-10 03:43:25 configure libkrb5-3 1.8.3+dfsg-4squeeze8 1.8.3+dfsg-4squeeze8
2014-10-10 03:43:25 status unpacked libkrb5-3 1.8.3+dfsg-4squeeze8
2014-10-10 03:43:25 status half-configured libkrb5-3 1.8.3+dfsg-4squeeze8
2014-10-10 03:43:25 status installed libkrb5-3 1.8.3+dfsg-4squeeze8
2014-10-10 03:43:25 configure libgssapi-krb5-2 1.8.3+dfsg-4squeeze8 1.8.3+dfsg-4squeeze8
2014-10-10 03:43:25 status unpacked libgssapi-krb5-2 1.8.3+dfsg-4squeeze8
2014-10-10 03:43:25 status half-configured libgssapi-krb5-2 1.8.3+dfsg-4squeeze8
2014-10-10 03:43:25 status installed libgssapi-krb5-2 1.8.3+dfsg-4squeeze8
2014-10-10 03:43:25 configure libidn11 1.15-2 1.15-2
2014-10-10 03:43:25 status unpacked libidn11 1.15-2
2014-10-10 03:43:25 status half-configured libidn11 1.15-2
2014-10-10 03:43:25 status installed libidn11 1.15-2
2014-10-10 03:43:25 configure libgpg-error0 1.6-1 1.6-1
2014-10-10 03:43:25 status unpacked libgpg-error0 1.6-1
2014-10-10 03:43:25 status half-configured libgpg-error0 1.6-1
2014-10-10 03:43:25 status installed libgpg-error0 1.6-1
2014-10-10 03:43:25 configure libgcrypt11 1.4.5-2+squeeze1 1.4.5-2+squeeze1
2014-10-10 03:43:25 status unpacked libgcrypt11 1.4.5-2+squeeze1
2014-10-10 03:43:25 status half-configured libgcrypt11 1.4.5-2+squeeze1
2014-10-10 03:43:25 status installed libgcrypt11 1.4.5-2+squeeze1
2014-10-10 03:43:25 configure libtasn1-3 2.7-1+squeeze+1 2.7-1+squeeze+1
2014-10-10 03:43:25 status unpacked libtasn1-3 2.7-1+squeeze+1
2014-10-10 03:43:25 status half-configured libtasn1-3 2.7-1+squeeze+1
2014-10-10 03:43:25 status installed libtasn1-3 2.7-1+squeeze+1
2014-10-10 03:43:25 configure libgnutls26 2.8.6-1+squeeze4 2.8.6-1+squeeze4
2014-10-10 03:43:25 status unpacked libgnutls26 2.8.6-1+squeeze4
2014-10-10 03:43:25 status half-configured libgnutls26 2.8.6-1+squeeze4
2014-10-10 03:43:25 status installed libgnutls26 2.8.6-1+squeeze4
2014-10-10 03:43:25 configure libsasl2-2 2.1.23.dfsg1-7 2.1.23.dfsg1-7
2014-10-10 03:43:25 status unpacked libsasl2-2 2.1.23.dfsg1-7
2014-10-10 03:43:25 status half-configured libsasl2-2 2.1.23.dfsg1-7
2014-10-10 03:43:25 status installed libsasl2-2 2.1.23.dfsg1-7
2014-10-10 03:43:25 configure libldap-2.4-2 2.4.23-7.3 2.4.23-7.3
2014-10-10 03:43:25 status unpacked libldap-2.4-2 2.4.23-7.3
2014-10-10 03:43:25 status unpacked libldap-2.4-2 2.4.23-7.3
2014-10-10 03:43:25 status half-configured libldap-2.4-2 2.4.23-7.3
2014-10-10 03:43:25 status installed libldap-2.4-2 2.4.23-7.3
2014-10-10 03:43:25 configure libssh2-1 1.2.6-1 1.2.6-1
2014-10-10 03:43:25 status unpacked libssh2-1 1.2.6-1
2014-10-10 03:43:25 status half-configured libssh2-1 1.2.6-1
2014-10-10 03:43:25 status installed libssh2-1 1.2.6-1
2014-10-10 03:43:25 configure ca-certificates 20090814+nmu3squeeze1 20090814+nmu3squeeze1
2014-10-10 03:43:25 status unpacked ca-certificates 20090814+nmu3squeeze1
2014-10-10 03:43:25 status half-configured ca-certificates 20090814+nmu3squeeze1
2014-10-10 03:43:26 status installed ca-certificates 20090814+nmu3squeeze1
2014-10-10 03:43:26 configure libcurl3 7.21.0-2.1+squeeze9 7.21.0-2.1+squeeze9
2014-10-10 03:43:26 status unpacked libcurl3 7.21.0-2.1+squeeze9
2014-10-10 03:43:26 status half-configured libcurl3 7.21.0-2.1+squeeze9
2014-10-10 03:43:26 status installed libcurl3 7.21.0-2.1+squeeze9
2014-10-10 03:43:26 configure bsdmainutils 8.0.13 8.0.13
2014-10-10 03:43:26 status unpacked bsdmainutils 8.0.13
2014-10-10 03:43:26 status unpacked bsdmainutils 8.0.13
2014-10-10 03:43:26 status unpacked bsdmainutils 8.0.13
2014-10-10 03:43:26 status half-configured bsdmainutils 8.0.13
2014-10-10 03:43:26 status installed bsdmainutils 8.0.13
2014-10-10 03:43:26 configure ipsec-tools 1:0.7.3-12 1:0.7.3-12
2014-10-10 03:43:26 status unpacked ipsec-tools 1:0.7.3-12
2014-10-10 03:43:26 status unpacked ipsec-tools 1:0.7.3-12
2014-10-10 03:43:26 status unpacked ipsec-tools 1:0.7.3-12
2014-10-10 03:43:26 status unpacked ipsec-tools 1:0.7.3-12
2014-10-10 03:43:26 status half-configured ipsec-tools 1:0.7.3-12
2014-10-10 03:43:26 status installed ipsec-tools 1:0.7.3-12
2014-10-10 03:43:26 configure libgeoip1 1.4.7~beta6+dfsg-1 1.4.7~beta6+dfsg-1
2014-10-10 03:43:26 status unpacked libgeoip1 1.4.7~beta6+dfsg-1
2014-10-10 03:43:26 status half-configured libgeoip1 1.4.7~beta6+dfsg-1
2014-10-10 03:43:26 status installed libgeoip1 1.4.7~beta6+dfsg-1
2014-10-10 03:43:26 configure libxml2 2.7.8.dfsg-2+squeeze9 2.7.8.dfsg-2+squeeze9
2014-10-10 03:43:26 status unpacked libxml2 2.7.8.dfsg-2+squeeze9
2014-10-10 03:43:26 status half-configured libxml2 2.7.8.dfsg-2+squeeze9
2014-10-10 03:43:26 status installed libxml2 2.7.8.dfsg-2+squeeze9
2014-10-10 03:43:26 configure libisc62 1:9.7.3.dfsg-1~squeeze12 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 status unpacked libisc62 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 status half-configured libisc62 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 status installed libisc62 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 configure libdns69 1:9.7.3.dfsg-1~squeeze12 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 status unpacked libdns69 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 status half-configured libdns69 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 status installed libdns69 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 configure libisccc60 1:9.7.3.dfsg-1~squeeze12 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 status unpacked libisccc60 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 status half-configured libisccc60 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 status installed libisccc60 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 configure libisccfg62 1:9.7.3.dfsg-1~squeeze12 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 status unpacked libisccfg62 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 status half-configured libisccfg62 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 status installed libisccfg62 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 configure libbind9-60 1:9.7.3.dfsg-1~squeeze12 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 status unpacked libbind9-60 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 status half-configured libbind9-60 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 status installed libbind9-60 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 configure liblwres60 1:9.7.3.dfsg-1~squeeze12 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 status unpacked liblwres60 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 status half-configured liblwres60 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 status installed liblwres60 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 configure bind9-host 1:9.7.3.dfsg-1~squeeze12 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 status unpacked bind9-host 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 status half-configured bind9-host 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 status installed bind9-host 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 configure host 1:9.7.3.dfsg-1~squeeze12 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 status unpacked host 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 status half-configured host 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 status installed host 1:9.7.3.dfsg-1~squeeze12
2014-10-10 03:43:26 configure libcap2-bin 1:2.19-3+vyos1+helium1 1:2.19-3+vyos1+helium1
2014-10-10 03:43:26 status unpacked libcap2-bin 1:2.19-3+vyos1+helium1
2014-10-10 03:43:26 status unpacked libcap2-bin 1:2.19-3+vyos1+helium1
2014-10-10 03:43:26 status half-configured libcap2-bin 1:2.19-3+vyos1+helium1
2014-10-10 03:43:26 status installed libcap2-bin 1:2.19-3+vyos1+helium1
2014-10-10 03:43:27 configure iproute 20120801+vyos1+helium2 20120801+vyos1+helium2
2014-10-10 03:43:27 status unpacked iproute 20120801+vyos1+helium2
2014-10-10 03:43:27 status unpacked iproute 20120801+vyos1+helium2
2014-10-10 03:43:27 status unpacked iproute 20120801+vyos1+helium2
2014-10-10 03:43:27 status unpacked iproute 20120801+vyos1+helium2
2014-10-10 03:43:27 status unpacked iproute 20120801+vyos1+helium2
2014-10-10 03:43:27 status unpacked iproute 20120801+vyos1+helium2
2014-10-10 03:43:27 status unpacked iproute 20120801+vyos1+helium2
2014-10-10 03:43:27 status unpacked iproute 20120801+vyos1+helium2
2014-10-10 03:43:27 status half-configured iproute 20120801+vyos1+helium2
2014-10-10 03:43:27 status installed iproute 20120801+vyos1+helium2
2014-10-10 03:43:27 configure vyatta-bash 4.1-3+vyos1+helium4 4.1-3+vyos1+helium4
2014-10-10 03:43:27 status unpacked vyatta-bash 4.1-3+vyos1+helium4
2014-10-10 03:43:27 status half-configured vyatta-bash 4.1-3+vyos1+helium4
2014-10-10 03:43:27 status installed vyatta-bash 4.1-3+vyos1+helium4
2014-10-10 03:43:27 configure module-init-tools 3.12-2+b1 3.12-2+b1
2014-10-10 03:43:27 status unpacked module-init-tools 3.12-2+b1
2014-10-10 03:43:27 status unpacked module-init-tools 3.12-2+b1
2014-10-10 03:43:27 status unpacked module-init-tools 3.12-2+b1
2014-10-10 03:43:27 status half-configured module-init-tools 3.12-2+b1
2014-10-10 03:43:27 status installed module-init-tools 3.12-2+b1
2014-10-10 03:43:27 configure acpid 1:2.0.7-1squeeze4 1:2.0.7-1squeeze4
2014-10-10 03:43:27 status unpacked acpid 1:2.0.7-1squeeze4
2014-10-10 03:43:27 status unpacked acpid 1:2.0.7-1squeeze4
2014-10-10 03:43:27 status unpacked acpid 1:2.0.7-1squeeze4
2014-10-10 03:43:27 status half-configured acpid 1:2.0.7-1squeeze4
2014-10-10 03:43:27 status installed acpid 1:2.0.7-1squeeze4
2014-10-10 03:43:27 configure dialog 1.1-20100428-1 1.1-20100428-1
2014-10-10 03:43:27 status unpacked dialog 1.1-20100428-1
2014-10-10 03:43:27 status half-configured dialog 1.1-20100428-1
2014-10-10 03:43:27 status installed dialog 1.1-20100428-1
2014-10-10 03:43:27 configure libdb4.7 4.7.25-9 4.7.25-9
2014-10-10 03:43:27 status unpacked libdb4.7 4.7.25-9
2014-10-10 03:43:27 status half-configured libdb4.7 4.7.25-9
2014-10-10 03:43:27 status installed libdb4.7 4.7.25-9
2014-10-10 03:43:27 configure libgdbm3 1.8.3-9 1.8.3-9
2014-10-10 03:43:27 status unpacked libgdbm3 1.8.3-9
2014-10-10 03:43:27 status half-configured libgdbm3 1.8.3-9
2014-10-10 03:43:27 status installed libgdbm3 1.8.3-9
2014-10-10 03:43:27 configure procps 1:3.2.8-9squeeze1 1:3.2.8-9squeeze1
2014-10-10 03:43:27 status unpacked procps 1:3.2.8-9squeeze1
2014-10-10 03:43:27 status unpacked procps 1:3.2.8-9squeeze1
2014-10-10 03:43:27 status unpacked procps 1:3.2.8-9squeeze1
2014-10-10 03:43:27 status unpacked procps 1:3.2.8-9squeeze1
2014-10-10 03:43:27 status half-configured procps 1:3.2.8-9squeeze1
2014-10-10 03:43:27 status installed procps 1:3.2.8-9squeeze1
2014-10-10 03:43:27 configure libpam-radius-auth 1.3.16-4.4 1.3.16-4.4
2014-10-10 03:43:27 status unpacked libpam-radius-auth 1.3.16-4.4
2014-10-10 03:43:27 status unpacked libpam-radius-auth 1.3.16-4.4
2014-10-10 03:43:27 status half-configured libpam-radius-auth 1.3.16-4.4
2014-10-10 03:43:27 status installed libpam-radius-auth 1.3.16-4.4
2014-10-10 03:43:27 configure libpopt0 1.16-1 1.16-1
2014-10-10 03:43:27 status unpacked libpopt0 1.16-1
2014-10-10 03:43:27 status half-configured libpopt0 1.16-1
2014-10-10 03:43:27 status installed libpopt0 1.16-1
2014-10-10 03:43:27 configure logrotate 3.7.8-6 3.7.8-6
2014-10-10 03:43:27 status unpacked logrotate 3.7.8-6
2014-10-10 03:43:27 status unpacked logrotate 3.7.8-6
2014-10-10 03:43:27 status unpacked logrotate 3.7.8-6
2014-10-10 03:43:27 status half-configured logrotate 3.7.8-6
2014-10-10 03:43:27 status installed logrotate 3.7.8-6
2014-10-10 03:43:27 configure vyatta-quagga 0.99.20.1-13+vyos1+helium1 0.99.20.1-13+vyos1+helium1
2014-10-10 03:43:27 status unpacked vyatta-quagga 0.99.20.1-13+vyos1+helium1
2014-10-10 03:43:27 status unpacked vyatta-quagga 0.99.20.1-13+vyos1+helium1
2014-10-10 03:43:27 status unpacked vyatta-quagga 0.99.20.1-13+vyos1+helium1
2014-10-10 03:43:27 status half-configured vyatta-quagga 0.99.20.1-13+vyos1+helium1
2014-10-10 03:43:27 status installed vyatta-quagga 0.99.20.1-13+vyos1+helium1
2014-10-10 03:43:27 configure bmon 2.0.1-3 2.0.1-3
2014-10-10 03:43:27 status unpacked bmon 2.0.1-3
2014-10-10 03:43:27 status unpacked bmon 2.0.1-3
2014-10-10 03:43:27 status half-configured bmon 2.0.1-3
2014-10-10 03:43:27 status installed bmon 2.0.1-3
2014-10-10 03:43:27 configure libpcap0.8 1.1.1-2+squeeze1 1.1.1-2+squeeze1
2014-10-10 03:43:27 status unpacked libpcap0.8 1.1.1-2+squeeze1
2014-10-10 03:43:27 status half-configured libpcap0.8 1.1.1-2+squeeze1
2014-10-10 03:43:27 status installed libpcap0.8 1.1.1-2+squeeze1
2014-10-10 03:43:27 configure iftop 0.17-16 0.17-16
2014-10-10 03:43:27 status unpacked iftop 0.17-16
2014-10-10 03:43:27 status half-configured iftop 0.17-16
2014-10-10 03:43:27 status installed iftop 0.17-16
2014-10-10 03:43:27 configure ethtool 1:2.6.34-3 1:2.6.34-3
2014-10-10 03:43:27 status unpacked ethtool 1:2.6.34-3
2014-10-10 03:43:27 status unpacked ethtool 1:2.6.34-3
2014-10-10 03:43:27 status unpacked ethtool 1:2.6.34-3
2014-10-10 03:43:27 status half-configured ethtool 1:2.6.34-3
2014-10-10 03:43:27 status installed ethtool 1:2.6.34-3
2014-10-10 03:43:27 configure traceroute 1:2.0.15-1 1:2.0.15-1
2014-10-10 03:43:27 status unpacked traceroute 1:2.0.15-1
2014-10-10 03:43:27 status half-configured traceroute 1:2.0.15-1
2014-10-10 03:43:27 status installed traceroute 1:2.0.15-1
2014-10-10 03:43:27 configure ntpdate 1:4.2.6.p2+dfsg-1+vyos1+helium1 1:4.2.6.p2+dfsg-1+vyos1+helium1
2014-10-10 03:43:27 status unpacked ntpdate 1:4.2.6.p2+dfsg-1+vyos1+helium1
2014-10-10 03:43:27 status unpacked ntpdate 1:4.2.6.p2+dfsg-1+vyos1+helium1
2014-10-10 03:43:27 status unpacked ntpdate 1:4.2.6.p2+dfsg-1+vyos1+helium1
2014-10-10 03:43:27 status unpacked ntpdate 1:4.2.6.p2+dfsg-1+vyos1+helium1
2014-10-10 03:43:27 status unpacked ntpdate 1:4.2.6.p2+dfsg-1+vyos1+helium1
2014-10-10 03:43:27 status half-configured ntpdate 1:4.2.6.p2+dfsg-1+vyos1+helium1
2014-10-10 03:43:27 status installed ntpdate 1:4.2.6.p2+dfsg-1+vyos1+helium1
2014-10-10 03:43:27 configure pciutils 1:3.1.7-6 1:3.1.7-6
2014-10-10 03:43:27 status unpacked pciutils 1:3.1.7-6
2014-10-10 03:43:27 status half-configured pciutils 1:3.1.7-6
2014-10-10 03:43:27 status installed pciutils 1:3.1.7-6
2014-10-10 03:43:27 configure lsof 4.81.dfsg.1-1 4.81.dfsg.1-1
2014-10-10 03:43:27 status unpacked lsof 4.81.dfsg.1-1
2014-10-10 03:43:28 status half-configured lsof 4.81.dfsg.1-1
2014-10-10 03:43:28 status installed lsof 4.81.dfsg.1-1
2014-10-10 03:43:28 configure less 436-1 436-1
2014-10-10 03:43:28 status unpacked less 436-1
2014-10-10 03:43:28 status half-configured less 436-1
2014-10-10 03:43:28 status installed less 436-1
2014-10-10 03:43:28 configure ssmtp 2.64-4 2.64-4
2014-10-10 03:43:28 status unpacked ssmtp 2.64-4
2014-10-10 03:43:28 status unpacked ssmtp 2.64-4
2014-10-10 03:43:28 status unpacked ssmtp 2.64-4
2014-10-10 03:43:28 status half-configured ssmtp 2.64-4
2014-10-10 03:43:28 status installed ssmtp 2.64-4
2014-10-10 03:43:28 configure at 3.1.12-1+squeeze1 3.1.12-1+squeeze1
2014-10-10 03:43:28 status unpacked at 3.1.12-1+squeeze1
2014-10-10 03:43:28 status unpacked at 3.1.12-1+squeeze1
2014-10-10 03:43:28 status unpacked at 3.1.12-1+squeeze1
2014-10-10 03:43:28 status unpacked at 3.1.12-1+squeeze1
2014-10-10 03:43:28 status half-configured at 3.1.12-1+squeeze1
2014-10-10 03:43:28 status installed at 3.1.12-1+squeeze1
2014-10-10 03:43:28 configure net-tools 1.60-23 1.60-23
2014-10-10 03:43:28 status unpacked net-tools 1.60-23
2014-10-10 03:43:28 status half-configured net-tools 1.60-23
2014-10-10 03:43:28 status installed net-tools 1.60-23
2014-10-10 03:43:28 configure usbutils 0.87-5squeeze1 0.87-5squeeze1
2014-10-10 03:43:28 status unpacked usbutils 0.87-5squeeze1
2014-10-10 03:43:28 status half-configured usbutils 0.87-5squeeze1
2014-10-10 03:43:28 status installed usbutils 0.87-5squeeze1
2014-10-10 03:43:28 configure lsscsi 0.21-2 0.21-2
2014-10-10 03:43:28 status unpacked lsscsi 0.21-2
2014-10-10 03:43:28 status half-configured lsscsi 0.21-2
2014-10-10 03:43:28 status installed lsscsi 0.21-2
2014-10-10 03:43:28 configure rsyslog 4.6.4-2 4.6.4-2
2014-10-10 03:43:28 status unpacked rsyslog 4.6.4-2
2014-10-10 03:43:28 status unpacked rsyslog 4.6.4-2
2014-10-10 03:43:28 status unpacked rsyslog 4.6.4-2
2014-10-10 03:43:28 status unpacked rsyslog 4.6.4-2
2014-10-10 03:43:28 status unpacked rsyslog 4.6.4-2
2014-10-10 03:43:28 status unpacked rsyslog 4.6.4-2
2014-10-10 03:43:28 status half-configured rsyslog 4.6.4-2
2014-10-10 03:43:28 status installed rsyslog 4.6.4-2
2014-10-10 03:43:28 configure vyatta-busybox 1.19.0-1+vyos1+helium2 1.19.0-1+vyos1+helium2
2014-10-10 03:43:28 status unpacked vyatta-busybox 1.19.0-1+vyos1+helium2
2014-10-10 03:43:28 status half-configured vyatta-busybox 1.19.0-1+vyos1+helium2
2014-10-10 03:43:28 status installed vyatta-busybox 1.19.0-1+vyos1+helium2
2014-10-10 03:43:28 configure sudo 1.7.4p4-2.squeeze.4 1.7.4p4-2.squeeze.4
2014-10-10 03:43:28 status unpacked sudo 1.7.4p4-2.squeeze.4
2014-10-10 03:43:28 status unpacked sudo 1.7.4p4-2.squeeze.4
2014-10-10 03:43:28 status unpacked sudo 1.7.4p4-2.squeeze.4
2014-10-10 03:43:28 status unpacked sudo 1.7.4p4-2.squeeze.4
2014-10-10 03:43:28 status half-configured sudo 1.7.4p4-2.squeeze.4
2014-10-10 03:43:28 status installed sudo 1.7.4p4-2.squeeze.4
2014-10-10 03:43:28 configure snmpd 5.7.2+vyos1+helium1 5.7.2+vyos1+helium1
2014-10-10 03:43:28 status unpacked snmpd 5.7.2+vyos1+helium1
2014-10-10 03:43:28 status unpacked snmpd 5.7.2+vyos1+helium1
2014-10-10 03:43:28 status unpacked snmpd 5.7.2+vyos1+helium1
2014-10-10 03:43:28 status unpacked snmpd 5.7.2+vyos1+helium1
2014-10-10 03:43:28 status unpacked snmpd 5.7.2+vyos1+helium1
2014-10-10 03:43:28 status half-configured snmpd 5.7.2+vyos1+helium1
2014-10-10 03:43:29 status installed snmpd 5.7.2+vyos1+helium1
2014-10-10 03:43:29 configure libnl1 1.1-6 1.1-6
2014-10-10 03:43:29 status unpacked libnl1 1.1-6
2014-10-10 03:43:29 status half-configured libnl1 1.1-6
2014-10-10 03:43:29 status installed libnl1 1.1-6
2014-10-10 03:43:29 configure ipvsadm 1:1.25.clean-1 1:1.25.clean-1
2014-10-10 03:43:29 status unpacked ipvsadm 1:1.25.clean-1
2014-10-10 03:43:29 status unpacked ipvsadm 1:1.25.clean-1
2014-10-10 03:43:29 status unpacked ipvsadm 1:1.25.clean-1
2014-10-10 03:43:29 status unpacked ipvsadm 1:1.25.clean-1
2014-10-10 03:43:29 status half-configured ipvsadm 1:1.25.clean-1
2014-10-10 03:43:29 status installed ipvsadm 1:1.25.clean-1
2014-10-10 03:43:29 configure vyatta-keepalived 1.2.2-1+vyos1+helium1 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status unpacked vyatta-keepalived 1.2.2-1+vyos1+helium1
2014-10-10 03:43:29 status half-configured vyatta-keepalived 1.2.2-1+vyos1+helium1
